author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,paisSN
1313535607113736193,Leivatech1,2020-10-06T17:44:38.000Z,False,8,80,185,0,92,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,1
1314642551241142277,CBuenpene,2020-10-09T19:04:37.000Z,False,347,273,216,0,72,0,30,87,1,7,46,1,0,0,0,3,20,1,0,0,0,78,0
1318089928920662017,kokyexx03,2020-10-19T07:21:55.000Z,False,58,69,85,0,33,61861,4,142,0,0,4,0,0,3,0,0,0,0,0,2,0,9,0
327984117,carolyntello10,2011-07-02T14:28:14.000Z,False,796,472,6258,0,144,309773,42,149,1,10,64,8,7,60,2,5,13,5,2,15,0,191,1
62550713,antguevara,2009-08-03T16:16:23.000Z,False,306,407,1483,0,31,21593,7,2,1,5,15,2,4,8,1,0,0,1,0,0,0,36,1
187982846,CiudaddelSaber,2010-09-07T17:02:20.000Z,False,36072,579,16106,208,407,2957,42,845,23,31,113,121,18,47,39,1,0,4,7,14,4,399,1
268017400,robinho2011pty,2011-03-18T00:31:14.000Z,False,184,386,2902,1,7,0,0,3,0,4,11,0,0,0,0,1,1,0,0,0,0,17,1
268460270,monteblack29,2011-03-18T20:35:48.000Z,False,612,469,6570,2,60,41804,4,33,1,14,49,4,2,22,0,2,4,1,1,1,0,100,1
269103958,BobbyRodp,2011-03-20T03:20:22.000Z,False,568,467,7990,0,284,256544,68,1169,26,18,95,31,15,73,25,5,26,7,2,19,6,322,1
271035994,healca_2021,2011-03-23T18:47:10.000Z,False,1359,4054,48181,5,2509,1366209,248,3133,55,3,1298,1,1,793,0,1,349,0,0,148,0,2594,0
1261646744338792455,omar51638665,2020-05-16T13:17:07.000Z,False,41,217,93,0,6,65,1,9,0,0,4,0,0,3,0,0,1,0,0,0,0,8,1
294248304,ricardogibbs,2011-05-06T20:02:31.000Z,False,50,41,123,0,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1
1217223880441499648,aless1123,2020-01-14T23:16:11.000Z,False,40,86,146,0,14,273461,1,15,0,1,7,0,1,7,0,0,0,0,0,1,0,17,0
1218242156269330436,AngieRiveraC97,2020-01-17T18:42:31.000Z,False,86,113,1873,0,70,182576,19,35,2,9,12,2,5,10,1,4,3,2,0,0,0,48,1
315534717,Crisjemii,2011-06-12T01:35:32.000Z,False,643,779,12817,0,11,56895,0,1,0,1,4,0,0,3,0,0,0,0,0,0,0,8,1
262024303,yelenalourdes21,2011-03-07T05:23:41.000Z,False,434,511,17237,0,871,132949,111,364,98,20,50,15,9,30,7,14,18,12,10,33,5,223,1
1334944513241001986,VidaTip,2020-12-04T19:36:37.000Z,False,1,7,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350036390,IsorisUniz,2011-08-07T03:18:18.000Z,False,200,646,1993,0,46,27623,0,8,0,9,33,5,6,18,1,2,4,0,0,0,0,78,1
358833596,Adrihnovey,2011-08-20T15:44:23.000Z,False,1340,1289,12418,0,2720,91529,896,11637,150,204,498,316,117,259,212,113,255,115,74,160,19,2342,1
734076679,PanamaIsaac,2012-08-03T03:30:27.000Z,False,461,604,8249,0,290,25989,97,330,1,83,228,19,19,39,6,40,106,14,0,0,0,554,1
745743302,SharomAlmeyda,2012-08-08T18:53:43.000Z,False,1773,493,13394,1,721,52642,441,2308,96,0,178,1,0,8,1,1,131,0,1,21,0,342,0
235551942,javitomix85,2011-01-08T13:52:30.000Z,False,40,537,21,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1
327729093,AlbaCristancho,2011-07-02T01:53:06.000Z,False,32,91,98,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0
328564720,kats23sole,2011-07-03T16:29:03.000Z,False,50,96,166,0,14,3,2,29,0,3,11,0,0,1,0,3,6,0,0,0,0,24,1
438859100,alme_fredy,2011-12-17T03:14:17.000Z,False,78,289,152,0,22,4,2,65,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0
458628366,HurtadoVirgilio,2012-01-08T19:38:11.000Z,False,2507,1438,28546,13,92,910,34,104,0,11,41,8,5,12,5,7,16,4,0,0,0,109,1
153931679,j_oterob,2010-06-09T23:06:14.000Z,False,713,720,4197,39,62,3129,3,105,3,1,40,0,1,18,0,0,4,0,0,8,0,72,0
156438901,Juan_M_Zambrano,2010-06-16T23:32:21.000Z,False,119,703,1410,0,5,40,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,5,1
420039266,LaGabaRondon,2011-11-24T03:32:01.000Z,False,389,589,6249,6,24,32297,2,11,0,0,14,0,0,9,0,0,4,0,0,4,0,31,0
1251986770457243649,pdelyciosos,2020-04-19T21:31:38.000Z,False,354,809,192,0,9,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,5,1
233696195,AnabelDayan,2011-01-03T22:06:59.000Z,False,269,368,3222,0,2,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,5,1
2805116517,Diobellys,2014-10-04T14:33:04.000Z,False,917,942,35224,2,1170,1249413,159,1782,36,83,348,23,81,348,14,12,33,20,17,59,5,1043,1
2863986985,OdracirN,2014-10-19T03:11:29.000Z,False,18,19,132,0,6,1,0,7,0,0,5,0,0,0,0,0,1,0,0,0,0,6,1
2951075713,AneliseAyola,2014-12-29T23:00:15.000Z,False,109,337,1643,0,100,2894,12,6,0,1,14,0,1,14,0,0,0,0,0,0,0,30,1
2289073418,RivasBLizEsther,2014-01-13T04:10:32.000Z,False,39,31,1866,0,16,3,4,1,0,1,7,0,0,0,0,1,3,0,0,0,0,12,1
2374195398,LuisGomezGL,2014-03-05T18:45:44.000Z,False,1346,440,28438,9,274,235231,30,124,3,8,37,7,1,17,5,4,20,5,4,19,0,127,1
251755874,Ivanses21,2011-02-13T19:52:49.000Z,False,201,220,2492,2,41,682,2,9,0,2,17,0,0,4,0,2,6,0,0,7,0,38,1
1339130084,JayAlvarezNext,2013-04-09T12:57:16.000Z,False,1281,858,5009,8,38,38526,1,9,0,3,8,0,3,7,0,0,1,0,0,0,0,22,1
92665036,romeroro,2009-11-26T02:21:48.000Z,False,445,1090,8525,0,99,252,29,78,2,17,79,7,1,8,2,15,46,6,1,0,0,182,1
1317154378449641472,DavidCZapata,2020-10-16T17:24:21.000Z,False,27,26,14,0,3,57,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0
