author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,pred,prob0,prob1
1124851924052926465,_Danielherbol,2019-05-05T01:42:52.000Z,False,242,583,4898,0,251,136837,139,861,2,8,67,4,1,26,0,5,35,4,2,14,0,166,1,7.5324675324675322E-2,0.92467532467532476
1126752990658908168,camiloide10,2019-05-10T07:37:01.000Z,False,611,464,2400,1,200,106393,64,285,0,2,52,0,2,20,0,0,28,0,0,16,0,120,1,7.0902629708599854E-2,0.92909737029140005
1126940829313118209,Leocarvajal88,2019-05-10T20:03:26.000Z,False,73,493,766,0,226,52114,27,697,10,21,96,14,5,36,11,12,33,3,2,1,3,237,1,0,1
1127000310940143618,KevinFonsecaJi1,2019-05-10T23:59:47.000Z,False,41,113,2711,0,253,41174,54,125,5,16,74,5,3,18,0,9,39,4,5,36,0,209,1,0.10000000000000001,0.90000000000000002
1127324293287895040,vernny9,2019-05-11T21:27:10.000Z,False,336,1027,10137,1,1202,101705,47,906,0,10,370,3,2,196,1,9,117,2,0,11,0,721,1,0,1
1129087051473805312,Estefaniahvz,2019-05-16T18:11:45.000Z,False,60,192,1242,0,101,411500,3,20,0,3,65,0,4,75,0,0,5,0,0,3,0,155,1,0,1
1129154389598449664,HenryDiazSegur4,2019-05-16T22:39:19.000Z,False,56,343,3238,0,478,0,79,47,0,55,190,27,0,0,0,45,137,15,0,0,0,469,1,0,1
1130530109377716227,fabiolacano07,2019-05-20T17:45:57.000Z,False,123,249,792,1,61,10013,15,29,0,2,22,0,2,7,0,0,10,0,1,4,0,48,1,7.0902629708599854E-2,0.92909737029140005
1130578527764582400,NatashaPorras6,2019-05-20T20:58:20.000Z,False,79,115,1016,0,152,227178,30,187,0,2,25,1,1,24,0,1,7,1,1,16,0,79,1,0,1
1130584515192205313,Rbarquero_11,2019-05-20T21:22:08.000Z,False,41,174,3385,0,444,13621,116,647,2,17,199,1,0,17,0,10,114,0,0,13,0,371,1,0,1
